plot_number,lat,long,x_m,y_m,year
563,35.15516667,-115.7903333,0.25,0.25,2016
564,35.15516667,-115.7903333,0.25,0.25,2016
565,35.15516667,-115.7903333,0.25,0.25,2016
566,35.15516667,-115.7903333,0.25,0.25,2016
567,35.15516667,-115.7903333,0.25,0.25,2016
568,35.15516667,-115.7903333,0.25,0.25,2016
569,35.15516667,-115.7903333,0.25,0.25,2016
570,35.15516667,-115.7903333,0.25,0.25,2016
571,35.15516667,-115.7903333,0.25,0.25,2016
572,35.15516667,-115.7903333,0.25,0.25,2016
573,35.15516667,-115.7903333,0.25,0.25,2016
574,35.15516667,-115.7903333,0.25,0.25,2016
575,35.15516667,-115.7903333,0.25,0.25,2016
576,35.15516667,-115.7903333,0.25,0.25,2016
577,35.15516667,-115.7903333,0.25,0.25,2016
578,35.15516667,-115.7903333,0.25,0.25,2016
579,35.15516667,-115.7903333,0.25,0.25,2016
580,35.15516667,-115.7903333,0.25,0.25,2016
581,35.15516667,-115.7903333,0.25,0.25,2016
582,35.15516667,-115.7903333,0.25,0.25,2016
583,35.15516667,-115.7903333,0.25,0.25,2016
584,35.15516667,-115.7903333,0.25,0.25,2016
585,35.15516667,-115.7903333,0.25,0.25,2016
586,35.18428333,-115.8600167,0.25,0.25,2016
587,35.18428333,-115.8600167,0.25,0.25,2016
588,35.18428333,-115.8600167,0.25,0.25,2016
589,35.18428333,-115.8600167,0.25,0.25,2016
590,35.18428333,-115.8600167,0.25,0.25,2016
591,35.18428333,-115.8600167,0.25,0.25,2016
592,35.18428333,-115.8600167,0.25,0.25,2016
593,35.18428333,-115.8600167,0.25,0.25,2016
594,35.18428333,-115.8600167,0.25,0.25,2016
595,35.18428333,-115.8600167,0.25,0.25,2016
596,35.18428333,-115.8600167,0.25,0.25,2016
597,35.18428333,-115.8600167,0.25,0.25,2016
598,35.18428333,-115.8600167,0.25,0.25,2016
599,35.18428333,-115.8600167,0.25,0.25,2016
600,35.18428333,-115.8600167,0.25,0.25,2016
601,35.18428333,-115.8600167,0.25,0.25,2016
602,35.18428333,-115.8600167,0.25,0.25,2016
603,35.18428333,-115.8600167,0.25,0.25,2016
604,35.18428333,-115.8600167,0.25,0.25,2016
605,35.18428333,-115.8600167,0.25,0.25,2016
606,35.18428333,-115.8600167,0.25,0.25,2016
607,35.18428333,-115.8600167,0.25,0.25,2016
608,35.18428333,-115.8600167,0.25,0.25,2016
609,35.18428333,-115.8600167,0.25,0.25,2016
610,35.18428333,-115.8600167,0.25,0.25,2016
611,35.18428333,-115.8600167,0.25,0.25,2016
612,35.18428333,-115.8600167,0.25,0.25,2016
613,35.18428333,-115.8600167,0.25,0.25,2016
614,35.18428333,-115.8600167,0.25,0.25,2016
615,35.18428333,-115.8600167,0.25,0.25,2016
616,35.2502,-115.9224333,0.25,0.25,2016
617,35.2502,-115.9224333,0.25,0.25,2016
618,35.2502,-115.9224333,0.25,0.25,2016
619,35.2502,-115.9224333,0.25,0.25,2016
620,35.2502,-115.9224333,0.25,0.25,2016
621,35.2502,-115.9224333,0.25,0.25,2016
622,35.2502,-115.9224333,0.25,0.25,2016
623,35.2502,-115.9224333,0.25,0.25,2016
624,35.2502,-115.9224333,0.25,0.25,2016
625,35.2502,-115.9224333,0.25,0.25,2016
626,35.2502,-115.9224333,0.25,0.25,2016
627,35.2502,-115.9224333,0.25,0.25,2016
628,35.2502,-115.9224333,0.25,0.25,2016
629,35.2502,-115.9224333,0.25,0.25,2016
630,35.2502,-115.9224333,0.25,0.25,2016
631,35.2502,-115.9224333,0.25,0.25,2016
632,35.2502,-115.9224333,0.25,0.25,2016
633,35.2502,-115.9224333,0.25,0.25,2016
634,35.2502,-115.9224333,0.25,0.25,2016
635,35.2502,-115.9224333,0.25,0.25,2016
636,35.2502,-115.9224333,0.25,0.25,2016
637,35.2502,-115.9224333,0.25,0.25,2016
638,35.2502,-115.9224333,0.25,0.25,2016
639,35.2502,-115.9224333,0.25,0.25,2016
640,35.2502,-115.9224333,0.25,0.25,2016
641,35.2502,-115.9224333,0.25,0.25,2016
642,35.2502,-115.9224333,0.25,0.25,2016
643,35.2502,-115.9224333,0.25,0.25,2016
644,35.2502,-115.9224333,0.25,0.25,2016
645,35.2502,-115.9224333,0.25,0.25,2016
646,35.25608333,-116.0472333,0.25,0.25,2016
647,35.25608333,-116.0472333,0.25,0.25,2016
648,35.25608333,-116.0472333,0.25,0.25,2016
649,35.25608333,-116.0472333,0.25,0.25,2016
650,35.25608333,-116.0472333,0.25,0.25,2016
651,35.25608333,-116.0472333,0.25,0.25,2016
652,35.25608333,-116.0472333,0.25,0.25,2016
653,35.25608333,-116.0472333,0.25,0.25,2016
654,35.25608333,-116.0472333,0.25,0.25,2016
655,35.25608333,-116.0472333,0.25,0.25,2016
656,35.25608333,-116.0472333,0.25,0.25,2016
657,35.25608333,-116.0472333,0.25,0.25,2016
658,35.25608333,-116.0472333,0.25,0.25,2016
659,35.25608333,-116.0472333,0.25,0.25,2016
660,35.25608333,-116.0472333,0.25,0.25,2016
661,35.25608333,-116.0472333,0.25,0.25,2016
662,35.25608333,-116.0472333,0.25,0.25,2016
663,35.25608333,-116.0472333,0.25,0.25,2016
664,35.25608333,-116.0472333,0.25,0.25,2016
665,35.25608333,-116.0472333,0.25,0.25,2016
666,35.25608333,-116.0472333,0.25,0.25,2016
667,35.25608333,-116.0472333,0.25,0.25,2016
668,35.25608333,-116.0472333,0.25,0.25,2016
669,35.25608333,-116.0472333,0.25,0.25,2016
670,35.25608333,-116.0472333,0.25,0.25,2016
671,35.25608333,-116.0472333,0.25,0.25,2016
672,35.25608333,-116.0472333,0.25,0.25,2016
673,35.25608333,-116.0472333,0.25,0.25,2016
674,35.25608333,-116.0472333,0.25,0.25,2016
675,35.25608333,-116.0472333,0.25,0.25,2016
676,35.14453333,-115.7286167,0.25,0.25,2015
677,35.14453333,-115.7286167,0.25,0.25,2015
678,35.14453333,-115.7286167,0.25,0.25,2015
679,35.14453333,-115.7286167,0.25,0.25,2015
680,35.14453333,-115.7286167,0.25,0.25,2015
681,35.14453333,-115.7286167,0.25,0.25,2015
682,35.14453333,-115.7286167,0.25,0.25,2015
683,35.14453333,-115.7286167,0.25,0.25,2015
684,35.14453333,-115.7286167,0.25,0.25,2015
685,35.14453333,-115.7286167,0.25,0.25,2015
686,35.14453333,-115.7286167,0.25,0.25,2015
687,35.14453333,-115.7286167,0.25,0.25,2015
688,35.14453333,-115.7286167,0.25,0.25,2015
689,35.14453333,-115.7286167,0.25,0.25,2015
690,35.14453333,-115.7286167,0.25,0.25,2015
691,35.15516667,-115.7903333,0.25,0.25,2015
692,35.15516667,-115.7903333,0.25,0.25,2015
693,35.15516667,-115.7903333,0.25,0.25,2015
694,35.15516667,-115.7903333,0.25,0.25,2015
695,35.15516667,-115.7903333,0.25,0.25,2015
696,35.15516667,-115.7903333,0.25,0.25,2015
697,35.15516667,-115.7903333,0.25,0.25,2015
698,35.15516667,-115.7903333,0.25,0.25,2015
699,35.15516667,-115.7903333,0.25,0.25,2015
700,35.15516667,-115.7903333,0.25,0.25,2015
701,35.15516667,-115.7903333,0.25,0.25,2015
702,35.15516667,-115.7903333,0.25,0.25,2015
703,35.15516667,-115.7903333,0.25,0.25,2015
704,35.15516667,-115.7903333,0.25,0.25,2015
705,35.15516667,-115.7903333,0.25,0.25,2015
706,35.18428333,-115.8600167,0.25,0.25,2015
707,35.18428333,-115.8600167,0.25,0.25,2015
708,35.18428333,-115.8600167,0.25,0.25,2015
709,35.18428333,-115.8600167,0.25,0.25,2015
710,35.18428333,-115.8600167,0.25,0.25,2015
711,35.18428333,-115.8600167,0.25,0.25,2015
712,35.18428333,-115.8600167,0.25,0.25,2015
713,35.18428333,-115.8600167,0.25,0.25,2015
714,35.18428333,-115.8600167,0.25,0.25,2015
715,35.18428333,-115.8600167,0.25,0.25,2015
716,35.18428333,-115.8600167,0.25,0.25,2015
717,35.18428333,-115.8600167,0.25,0.25,2015
718,35.18428333,-115.8600167,0.25,0.25,2015
719,35.18428333,-115.8600167,0.25,0.25,2015
720,35.18428333,-115.8600167,0.25,0.25,2015
721,35.2502,-115.9224333,0.25,0.25,2015
722,35.2502,-115.9224333,0.25,0.25,2015
723,35.2502,-115.9224333,0.25,0.25,2015
724,35.2502,-115.9224333,0.25,0.25,2015
725,35.2502,-115.9224333,0.25,0.25,2015
726,35.2502,-115.9224333,0.25,0.25,2015
727,35.2502,-115.9224333,0.25,0.25,2015
728,35.2502,-115.9224333,0.25,0.25,2015
729,35.2502,-115.9224333,0.25,0.25,2015
730,35.2502,-115.9224333,0.25,0.25,2015
731,35.2502,-115.9224333,0.25,0.25,2015
732,35.2502,-115.9224333,0.25,0.25,2015
733,35.2502,-115.9224333,0.25,0.25,2015
734,35.2502,-115.9224333,0.25,0.25,2015
735,35.2502,-115.9224333,0.25,0.25,2015
736,35.25608333,-116.0472333,0.25,0.25,2015
737,35.25608333,-116.0472333,0.25,0.25,2015
738,35.25608333,-116.0472333,0.25,0.25,2015
739,35.25608333,-116.0472333,0.25,0.25,2015
740,35.25608333,-116.0472333,0.25,0.25,2015
741,35.25608333,-116.0472333,0.25,0.25,2015
742,35.25608333,-116.0472333,0.25,0.25,2015
743,35.25608333,-116.0472333,0.25,0.25,2015
744,35.25608333,-116.0472333,0.25,0.25,2015
745,35.25608333,-116.0472333,0.25,0.25,2015
746,35.25608333,-116.0472333,0.25,0.25,2015
747,35.25608333,-116.0472333,0.25,0.25,2015
748,35.25608333,-116.0472333,0.25,0.25,2015
749,35.25608333,-116.0472333,0.25,0.25,2015
750,35.25608333,-116.0472333,0.25,0.25,2015
751,36.8988,-121.0294,0.25,0.25,2017
752,36.8988,-121.0294,0.25,0.25,2017
753,36.8988,-121.0294,0.25,0.25,2017
754,36.8988,-121.0294,0.25,0.25,2017
755,36.8988,-121.0294,0.25,0.25,2017
756,36.8988,-121.0294,0.25,0.25,2017
757,36.8988,-121.0294,0.25,0.25,2017
758,36.8988,-121.0294,0.25,0.25,2017
759,36.8988,-121.0294,0.25,0.25,2017
760,36.8988,-121.0294,0.25,0.25,2017
761,36.8988,-121.0294,0.25,0.25,2017
762,36.8988,-121.0294,0.25,0.25,2017
763,36.8988,-121.0294,0.25,0.25,2017
764,36.8988,-121.0294,0.25,0.25,2017
765,36.8988,-121.0294,0.25,0.25,2017
766,36.8988,-121.0294,0.25,0.25,2017
767,36.8988,-121.0294,0.25,0.25,2017
768,36.8988,-121.0294,0.25,0.25,2017
769,36.8988,-121.0294,0.25,0.25,2017
770,36.8988,-121.0294,0.25,0.25,2017
771,36.8988,-121.0294,0.25,0.25,2017
772,36.8988,-121.0294,0.25,0.25,2017
773,36.8988,-121.0294,0.25,0.25,2017
774,36.8988,-121.0294,0.25,0.25,2017
775,36.8988,-121.0294,0.25,0.25,2017
776,36.8988,-121.0294,0.25,0.25,2017
777,36.8988,-121.0294,0.25,0.25,2017
778,36.8988,-121.0294,0.25,0.25,2017
779,36.8988,-121.0294,0.25,0.25,2017
780,36.8988,-121.0294,0.25,0.25,2017
781,36.8286,-121.0158,0.25,0.25,2017
782,36.8286,-121.0158,0.25,0.25,2017
783,36.8286,-121.0158,0.25,0.25,2017
784,36.8286,-121.0158,0.25,0.25,2017
785,36.8286,-121.0158,0.25,0.25,2017
786,36.8286,-121.0158,0.25,0.25,2017
787,36.8286,-121.0158,0.25,0.25,2017
788,36.8286,-121.0158,0.25,0.25,2017
789,36.8286,-121.0158,0.25,0.25,2017
790,36.8286,-121.0158,0.25,0.25,2017
791,36.8286,-121.0158,0.25,0.25,2017
792,36.8286,-121.0158,0.25,0.25,2017
793,36.8286,-121.0158,0.25,0.25,2017
794,36.8286,-121.0158,0.25,0.25,2017
795,36.8286,-121.0158,0.25,0.25,2017
796,36.8286,-121.0158,0.25,0.25,2017
797,36.8286,-121.0158,0.25,0.25,2017
798,36.8286,-121.0158,0.25,0.25,2017
799,36.8286,-121.0158,0.25,0.25,2017
800,36.8286,-121.0158,0.25,0.25,2017
801,36.8286,-121.0158,0.25,0.25,2017
802,36.8286,-121.0158,0.25,0.25,2017
803,36.8286,-121.0158,0.25,0.25,2017
804,36.8286,-121.0158,0.25,0.25,2017
805,36.8286,-121.0158,0.25,0.25,2017
806,36.8286,-121.0158,0.25,0.25,2017
807,36.8286,-121.0158,0.25,0.25,2017
808,36.8286,-121.0158,0.25,0.25,2017
809,36.8286,-121.0158,0.25,0.25,2017
810,36.8286,-121.0158,0.25,0.25,2017
811,36.7933,-121.0394,0.25,0.25,2017
812,36.7933,-121.0394,0.25,0.25,2017
813,36.7933,-121.0394,0.25,0.25,2017
814,36.7933,-121.0394,0.25,0.25,2017
815,36.7933,-121.0394,0.25,0.25,2017
816,36.7933,-121.0394,0.25,0.25,2017
817,36.7933,-121.0394,0.25,0.25,2017
818,36.7933,-121.0394,0.25,0.25,2017
819,36.7933,-121.0394,0.25,0.25,2017
820,36.7933,-121.0394,0.25,0.25,2017
821,36.7933,-121.0394,0.25,0.25,2017
822,36.7933,-121.0394,0.25,0.25,2017
823,36.7933,-121.0394,0.25,0.25,2017
824,36.7933,-121.0394,0.25,0.25,2017
825,36.7933,-121.0394,0.25,0.25,2017
826,36.7933,-121.0394,0.25,0.25,2017
827,36.7933,-121.0394,0.25,0.25,2017
828,36.7933,-121.0394,0.25,0.25,2017
829,36.7933,-121.0394,0.25,0.25,2017
830,36.7933,-121.0394,0.25,0.25,2017
831,36.7933,-121.0394,0.25,0.25,2017
832,36.7933,-121.0394,0.25,0.25,2017
833,36.7933,-121.0394,0.25,0.25,2017
834,36.7933,-121.0394,0.25,0.25,2017
835,36.7933,-121.0394,0.25,0.25,2017
836,36.7933,-121.0394,0.25,0.25,2017
837,36.7933,-121.0394,0.25,0.25,2017
838,36.7933,-121.0394,0.25,0.25,2017
839,36.7933,-121.0394,0.25,0.25,2017
840,36.7933,-121.0394,0.25,0.25,2017
841,36.7933,-121.0394,0.25,0.25,2016
842,36.7933,-121.0394,0.25,0.25,2016
843,36.7933,-121.0394,0.25,0.25,2016
844,36.7933,-121.0394,0.25,0.25,2016
845,36.7933,-121.0394,0.25,0.25,2016
846,36.7933,-121.0394,0.25,0.25,2016
847,36.7933,-121.0394,0.25,0.25,2016
848,36.7933,-121.0394,0.25,0.25,2016
849,36.7933,-121.0394,0.25,0.25,2016
850,36.7933,-121.0394,0.25,0.25,2016
851,36.7933,-121.0394,0.25,0.25,2016
852,36.7933,-121.0394,0.25,0.25,2016
853,36.7933,-121.0394,0.25,0.25,2016
854,36.7933,-121.0394,0.25,0.25,2016
855,36.7933,-121.0394,0.25,0.25,2016
856,36.7933,-121.0394,0.25,0.25,2016
857,36.7933,-121.0394,0.25,0.25,2016
858,36.7933,-121.0394,0.25,0.25,2016
859,36.7933,-121.0394,0.25,0.25,2016
860,36.7933,-121.0394,0.25,0.25,2016
861,36.7933,-121.0394,0.25,0.25,2016
862,36.7933,-121.0394,0.25,0.25,2016
863,36.7933,-121.0394,0.25,0.25,2016
864,36.7933,-121.0394,0.25,0.25,2016
865,36.7933,-121.0394,0.25,0.25,2016
866,36.7933,-121.0394,0.25,0.25,2016
867,36.7933,-121.0394,0.25,0.25,2016
868,36.7933,-121.0394,0.25,0.25,2016
869,36.7933,-121.0394,0.25,0.25,2016
870,36.7933,-121.0394,0.25,0.25,2016
871,36.8286,-121.0158,0.25,0.25,2016
872,36.8286,-121.0158,0.25,0.25,2016
873,36.8286,-121.0158,0.25,0.25,2016
874,36.8286,-121.0158,0.25,0.25,2016
875,36.8286,-121.0158,0.25,0.25,2016
876,36.8286,-121.0158,0.25,0.25,2016
877,36.8286,-121.0158,0.25,0.25,2016
878,36.8286,-121.0158,0.25,0.25,2016
879,36.8286,-121.0158,0.25,0.25,2016
880,36.8286,-121.0158,0.25,0.25,2016
881,36.8286,-121.0158,0.25,0.25,2016
882,36.8286,-121.0158,0.25,0.25,2016
883,36.8286,-121.0158,0.25,0.25,2016
884,36.8286,-121.0158,0.25,0.25,2016
885,36.8286,-121.0158,0.25,0.25,2016
886,36.8286,-121.0158,0.25,0.25,2016
887,36.8286,-121.0158,0.25,0.25,2016
888,36.8286,-121.0158,0.25,0.25,2016
889,36.8286,-121.0158,0.25,0.25,2016
890,36.8286,-121.0158,0.25,0.25,2016
891,36.8286,-121.0158,0.25,0.25,2016
892,36.8286,-121.0158,0.25,0.25,2016
893,36.8286,-121.0158,0.25,0.25,2016
894,36.8286,-121.0158,0.25,0.25,2016
895,36.8286,-121.0158,0.25,0.25,2016
896,36.8286,-121.0158,0.25,0.25,2016
897,36.8286,-121.0158,0.25,0.25,2016
898,36.8286,-121.0158,0.25,0.25,2016
899,36.8286,-121.0158,0.25,0.25,2016
900,36.8286,-121.0158,0.25,0.25,2016
901,36.8988,-121.0294,0.25,0.25,2016
902,36.8988,-121.0294,0.25,0.25,2016
903,36.8988,-121.0294,0.25,0.25,2016
904,36.8988,-121.0294,0.25,0.25,2016
905,36.8988,-121.0294,0.25,0.25,2016
906,36.8988,-121.0294,0.25,0.25,2016
907,36.8988,-121.0294,0.25,0.25,2016
908,36.8988,-121.0294,0.25,0.25,2016
909,36.8988,-121.0294,0.25,0.25,2016
910,36.8988,-121.0294,0.25,0.25,2016
911,36.8988,-121.0294,0.25,0.25,2016
912,36.8988,-121.0294,0.25,0.25,2016
913,36.8988,-121.0294,0.25,0.25,2016
914,36.8988,-121.0294,0.25,0.25,2016
915,36.8988,-121.0294,0.25,0.25,2016
916,36.8988,-121.0294,0.25,0.25,2016
917,36.8988,-121.0294,0.25,0.25,2016
918,36.8988,-121.0294,0.25,0.25,2016
919,36.8988,-121.0294,0.25,0.25,2016
920,36.8988,-121.0294,0.25,0.25,2016
921,36.8988,-121.0294,0.25,0.25,2016
922,36.8988,-121.0294,0.25,0.25,2016
923,36.8988,-121.0294,0.25,0.25,2016
924,36.8988,-121.0294,0.25,0.25,2016
925,36.8988,-121.0294,0.25,0.25,2016
926,36.8988,-121.0294,0.25,0.25,2016
927,36.8988,-121.0294,0.25,0.25,2016
928,36.8988,-121.0294,0.25,0.25,2016
929,36.8988,-121.0294,0.25,0.25,2016
930,36.8988,-121.0294,0.25,0.25,2016
931,36.7933,-121.0394,0.25,0.25,2015
932,36.7933,-121.0394,0.25,0.25,2015
933,36.7933,-121.0394,0.25,0.25,2015
934,36.7933,-121.0394,0.25,0.25,2015
935,36.7933,-121.0394,0.25,0.25,2015
936,36.7933,-121.0394,0.25,0.25,2015
937,36.7933,-121.0394,0.25,0.25,2015
938,36.7933,-121.0394,0.25,0.25,2015
939,36.7933,-121.0394,0.25,0.25,2015
940,36.7933,-121.0394,0.25,0.25,2015
941,36.7933,-121.0394,0.25,0.25,2015
942,36.7933,-121.0394,0.25,0.25,2015
943,36.7933,-121.0394,0.25,0.25,2015
944,36.7933,-121.0394,0.25,0.25,2015
945,36.7933,-121.0394,0.25,0.25,2015
946,36.8286,-121.0158,0.25,0.25,2015
947,36.8286,-121.0158,0.25,0.25,2015
948,36.8286,-121.0158,0.25,0.25,2015
949,36.8286,-121.0158,0.25,0.25,2015
950,36.8286,-121.0158,0.25,0.25,2015
951,36.8286,-121.0158,0.25,0.25,2015
952,36.8286,-121.0158,0.25,0.25,2015
953,36.8286,-121.0158,0.25,0.25,2015
954,36.8286,-121.0158,0.25,0.25,2015
955,36.8286,-121.0158,0.25,0.25,2015
956,36.8286,-121.0158,0.25,0.25,2015
957,36.8286,-121.0158,0.25,0.25,2015
958,36.8286,-121.0158,0.25,0.25,2015
959,36.8286,-121.0158,0.25,0.25,2015
960,36.8286,-121.0158,0.25,0.25,2015
961,36.8988,-121.0294,0.25,0.25,2015
962,36.8988,-121.0294,0.25,0.25,2015
963,36.8988,-121.0294,0.25,0.25,2015
964,36.8988,-121.0294,0.25,0.25,2015
965,36.8988,-121.0294,0.25,0.25,2015
966,36.8988,-121.0294,0.25,0.25,2015
967,36.8988,-121.0294,0.25,0.25,2015
968,36.8988,-121.0294,0.25,0.25,2015
969,36.8988,-121.0294,0.25,0.25,2015
970,36.8988,-121.0294,0.25,0.25,2015
971,36.8988,-121.0294,0.25,0.25,2015
972,36.8988,-121.0294,0.25,0.25,2015
973,36.8988,-121.0294,0.25,0.25,2015
974,36.8988,-121.0294,0.25,0.25,2015
975,36.8988,-121.0294,0.25,0.25,2015
976,36.8988,-121.0294,0.25,0.25,2017
977,36.8988,-121.0294,0.25,0.25,2017
978,36.8988,-121.0294,0.25,0.25,2017
979,36.8988,-121.0294,0.25,0.25,2017
980,36.8988,-121.0294,0.25,0.25,2017
981,36.8988,-121.0294,0.25,0.25,2017
982,36.8988,-121.0294,0.25,0.25,2017
983,36.8988,-121.0294,0.25,0.25,2017
984,36.8988,-121.0294,0.25,0.25,2017
985,36.8988,-121.0294,0.25,0.25,2017
986,36.8988,-121.0294,0.25,0.25,2017
987,36.8988,-121.0294,0.25,0.25,2017
988,36.8988,-121.0294,0.25,0.25,2017
989,36.8988,-121.0294,0.25,0.25,2017
990,36.8988,-121.0294,0.25,0.25,2017
991,36.8988,-121.0294,0.25,0.25,2017
992,36.8988,-121.0294,0.25,0.25,2017
993,36.8988,-121.0294,0.25,0.25,2017
994,36.8988,-121.0294,0.25,0.25,2017
995,36.8988,-121.0294,0.25,0.25,2017
996,36.8988,-121.0294,0.25,0.25,2017
997,36.8988,-121.0294,0.25,0.25,2017
998,36.8988,-121.0294,0.25,0.25,2017
999,36.8988,-121.0294,0.25,0.25,2017
1000,36.8988,-121.0294,0.25,0.25,2017
1001,36.8988,-121.0294,0.25,0.25,2017
1002,36.8988,-121.0294,0.25,0.25,2017
1003,36.8988,-121.0294,0.25,0.25,2017
1004,36.8988,-121.0294,0.25,0.25,2017
1005,36.8988,-121.0294,0.25,0.25,2017
1006,36.8286,-121.0158,0.25,0.25,2017
1007,36.8286,-121.0158,0.25,0.25,2017
1008,36.8286,-121.0158,0.25,0.25,2017
1009,36.8286,-121.0158,0.25,0.25,2017
1010,36.8286,-121.0158,0.25,0.25,2017
1011,36.8286,-121.0158,0.25,0.25,2017
1012,36.8286,-121.0158,0.25,0.25,2017
1013,36.8286,-121.0158,0.25,0.25,2017
1014,36.8286,-121.0158,0.25,0.25,2017
1015,36.8286,-121.0158,0.25,0.25,2017
1016,36.8286,-121.0158,0.25,0.25,2017
1017,36.8286,-121.0158,0.25,0.25,2017
1018,36.8286,-121.0158,0.25,0.25,2017
1019,36.8286,-121.0158,0.25,0.25,2017
1020,36.8286,-121.0158,0.25,0.25,2017
1021,36.8286,-121.0158,0.25,0.25,2017
1022,36.8286,-121.0158,0.25,0.25,2017
1023,36.8286,-121.0158,0.25,0.25,2017
1024,36.8286,-121.0158,0.25,0.25,2017
1025,36.8286,-121.0158,0.25,0.25,2017
1026,36.8286,-121.0158,0.25,0.25,2017
1027,36.8286,-121.0158,0.25,0.25,2017
1028,36.8286,-121.0158,0.25,0.25,2017
1029,36.8286,-121.0158,0.25,0.25,2017
1030,36.8286,-121.0158,0.25,0.25,2017
1031,36.8286,-121.0158,0.25,0.25,2017
1032,36.8286,-121.0158,0.25,0.25,2017
1033,36.8286,-121.0158,0.25,0.25,2017
1034,36.8286,-121.0158,0.25,0.25,2017
1035,36.8286,-121.0158,0.25,0.25,2017
1036,36.7933,-121.0394,0.25,0.25,2017
1037,36.7933,-121.0394,0.25,0.25,2017
1038,36.7933,-121.0394,0.25,0.25,2017
1039,36.7933,-121.0394,0.25,0.25,2017
1040,36.7933,-121.0394,0.25,0.25,2017
1041,36.7933,-121.0394,0.25,0.25,2017
1042,36.7933,-121.0394,0.25,0.25,2017
1043,36.7933,-121.0394,0.25,0.25,2017
1044,36.7933,-121.0394,0.25,0.25,2017
1045,36.7933,-121.0394,0.25,0.25,2017
1046,36.7933,-121.0394,0.25,0.25,2017
1047,36.7933,-121.0394,0.25,0.25,2017
1048,36.7933,-121.0394,0.25,0.25,2017
1049,36.7933,-121.0394,0.25,0.25,2017
1050,36.7933,-121.0394,0.25,0.25,2017
1051,36.7933,-121.0394,0.25,0.25,2017
1052,36.7933,-121.0394,0.25,0.25,2017
1053,36.7933,-121.0394,0.25,0.25,2017
1054,36.7933,-121.0394,0.25,0.25,2017
1055,36.7933,-121.0394,0.25,0.25,2017
1056,36.7933,-121.0394,0.25,0.25,2017
1057,36.7933,-121.0394,0.25,0.25,2017
1058,36.7933,-121.0394,0.25,0.25,2017
1059,36.7933,-121.0394,0.25,0.25,2017
1060,36.7933,-121.0394,0.25,0.25,2017
1061,36.7933,-121.0394,0.25,0.25,2017
1062,36.7933,-121.0394,0.25,0.25,2017
1063,36.7933,-121.0394,0.25,0.25,2017
1064,36.7933,-121.0394,0.25,0.25,2017
1065,36.7933,-121.0394,0.25,0.25,2017
1066,36.7933,-121.0394,0.25,0.25,2016
1067,36.7933,-121.0394,0.25,0.25,2016
1068,36.7933,-121.0394,0.25,0.25,2016
1069,36.7933,-121.0394,0.25,0.25,2016
1070,36.7933,-121.0394,0.25,0.25,2016
1071,36.7933,-121.0394,0.25,0.25,2016
1072,36.7933,-121.0394,0.25,0.25,2016
1073,36.7933,-121.0394,0.25,0.25,2016
1074,36.7933,-121.0394,0.25,0.25,2016
1075,36.7933,-121.0394,0.25,0.25,2016
1076,36.7933,-121.0394,0.25,0.25,2016
1077,36.7933,-121.0394,0.25,0.25,2016
1078,36.7933,-121.0394,0.25,0.25,2016
1079,36.7933,-121.0394,0.25,0.25,2016
1080,36.7933,-121.0394,0.25,0.25,2016
1081,36.7933,-121.0394,0.25,0.25,2016
1082,36.7933,-121.0394,0.25,0.25,2016
1083,36.7933,-121.0394,0.25,0.25,2016
1084,36.7933,-121.0394,0.25,0.25,2016
1085,36.7933,-121.0394,0.25,0.25,2016
1086,36.7933,-121.0394,0.25,0.25,2016
1087,36.7933,-121.0394,0.25,0.25,2016
1088,36.7933,-121.0394,0.25,0.25,2016
1089,36.7933,-121.0394,0.25,0.25,2016
1090,36.7933,-121.0394,0.25,0.25,2016
1091,36.7933,-121.0394,0.25,0.25,2016
1092,36.7933,-121.0394,0.25,0.25,2016
1093,36.7933,-121.0394,0.25,0.25,2016
1094,36.7933,-121.0394,0.25,0.25,2016
1095,36.7933,-121.0394,0.25,0.25,2016
1096,36.8286,-121.0158,0.25,0.25,2016
1097,36.8286,-121.0158,0.25,0.25,2016
1098,36.8286,-121.0158,0.25,0.25,2016
1099,36.8286,-121.0158,0.25,0.25,2016
1100,36.8286,-121.0158,0.25,0.25,2016
1101,36.8286,-121.0158,0.25,0.25,2016
1102,36.8286,-121.0158,0.25,0.25,2016
1103,36.8286,-121.0158,0.25,0.25,2016
1104,36.8286,-121.0158,0.25,0.25,2016
1105,36.8286,-121.0158,0.25,0.25,2016
1106,36.8286,-121.0158,0.25,0.25,2016
1107,36.8286,-121.0158,0.25,0.25,2016
1108,36.8286,-121.0158,0.25,0.25,2016
1109,36.8286,-121.0158,0.25,0.25,2016
1110,36.8286,-121.0158,0.25,0.25,2016
1111,36.8286,-121.0158,0.25,0.25,2016
1112,36.8286,-121.0158,0.25,0.25,2016
1113,36.8286,-121.0158,0.25,0.25,2016
1114,36.8286,-121.0158,0.25,0.25,2016
1115,36.8286,-121.0158,0.25,0.25,2016
1116,36.8286,-121.0158,0.25,0.25,2016
1117,36.8286,-121.0158,0.25,0.25,2016
1118,36.8286,-121.0158,0.25,0.25,2016
1119,36.8286,-121.0158,0.25,0.25,2016
1120,36.8286,-121.0158,0.25,0.25,2016
1121,36.8286,-121.0158,0.25,0.25,2016
1122,36.8286,-121.0158,0.25,0.25,2016
1123,36.8286,-121.0158,0.25,0.25,2016
1124,36.8286,-121.0158,0.25,0.25,2016
1125,36.8286,-121.0158,0.25,0.25,2016
