plot_number,lat,long,x_m,y_m,year
1126,36.8988,-121.0294,0.25,0.25,2016
1127,36.8988,-121.0294,0.25,0.25,2016
1128,36.8988,-121.0294,0.25,0.25,2016
1129,36.8988,-121.0294,0.25,0.25,2016
1130,36.8988,-121.0294,0.25,0.25,2016
1131,36.8988,-121.0294,0.25,0.25,2016
1132,36.8988,-121.0294,0.25,0.25,2016
1133,36.8988,-121.0294,0.25,0.25,2016
1134,36.8988,-121.0294,0.25,0.25,2016
1135,36.8988,-121.0294,0.25,0.25,2016
1136,36.8988,-121.0294,0.25,0.25,2016
1137,36.8988,-121.0294,0.25,0.25,2016
1138,36.8988,-121.0294,0.25,0.25,2016
1139,36.8988,-121.0294,0.25,0.25,2016
1140,36.8988,-121.0294,0.25,0.25,2016
1141,36.8988,-121.0294,0.25,0.25,2016
1142,36.8988,-121.0294,0.25,0.25,2016
1143,36.8988,-121.0294,0.25,0.25,2016
1144,36.8988,-121.0294,0.25,0.25,2016
1145,36.8988,-121.0294,0.25,0.25,2016
1146,36.8988,-121.0294,0.25,0.25,2016
1147,36.8988,-121.0294,0.25,0.25,2016
1148,36.8988,-121.0294,0.25,0.25,2016
1149,36.8988,-121.0294,0.25,0.25,2016
1150,36.8988,-121.0294,0.25,0.25,2016
1151,36.8988,-121.0294,0.25,0.25,2016
1152,36.8988,-121.0294,0.25,0.25,2016
1153,36.8988,-121.0294,0.25,0.25,2016
1154,36.8988,-121.0294,0.25,0.25,2016
1155,36.8988,-121.0294,0.25,0.25,2016
1156,36.7933,-121.0394,0.25,0.25,2015
1157,36.7933,-121.0394,0.25,0.25,2015
1158,36.7933,-121.0394,0.25,0.25,2015
1159,36.7933,-121.0394,0.25,0.25,2015
1160,36.7933,-121.0394,0.25,0.25,2015
1161,36.7933,-121.0394,0.25,0.25,2015
1162,36.7933,-121.0394,0.25,0.25,2015
1163,36.7933,-121.0394,0.25,0.25,2015
1164,36.7933,-121.0394,0.25,0.25,2015
1165,36.7933,-121.0394,0.25,0.25,2015
1166,36.7933,-121.0394,0.25,0.25,2015
1167,36.7933,-121.0394,0.25,0.25,2015
1168,36.7933,-121.0394,0.25,0.25,2015
1169,36.7933,-121.0394,0.25,0.25,2015
1170,36.7933,-121.0394,0.25,0.25,2015
1171,36.8286,-121.0158,0.25,0.25,2015
1172,36.8286,-121.0158,0.25,0.25,2015
1173,36.8286,-121.0158,0.25,0.25,2015
1174,36.8286,-121.0158,0.25,0.25,2015
1175,36.8286,-121.0158,0.25,0.25,2015
1176,36.8286,-121.0158,0.25,0.25,2015
1177,36.8286,-121.0158,0.25,0.25,2015
1178,36.8286,-121.0158,0.25,0.25,2015
1179,36.8286,-121.0158,0.25,0.25,2015
1180,36.8286,-121.0158,0.25,0.25,2015
1181,36.8286,-121.0158,0.25,0.25,2015
1182,36.8286,-121.0158,0.25,0.25,2015
1183,36.8286,-121.0158,0.25,0.25,2015
1184,36.8286,-121.0158,0.25,0.25,2015
1185,36.8286,-121.0158,0.25,0.25,2015
1186,36.8988,-121.0294,0.25,0.25,2015
1187,36.8988,-121.0294,0.25,0.25,2015
1188,36.8988,-121.0294,0.25,0.25,2015
1189,36.8988,-121.0294,0.25,0.25,2015
1190,36.8988,-121.0294,0.25,0.25,2015
1191,36.8988,-121.0294,0.25,0.25,2015
1192,36.8988,-121.0294,0.25,0.25,2015
1193,36.8988,-121.0294,0.25,0.25,2015
1194,36.8988,-121.0294,0.25,0.25,2015
1195,36.8988,-121.0294,0.25,0.25,2015
1196,36.8988,-121.0294,0.25,0.25,2015
1197,36.8988,-121.0294,0.25,0.25,2015
1198,36.8988,-121.0294,0.25,0.25,2015
1199,36.8988,-121.0294,0.25,0.25,2015
1200,36.8988,-121.0294,0.25,0.25,2015
