year,region,site,rep,microsite,D1,D2,H,S.barbatus,B.rubens,E.cicutarium,B.hordeaceus,P.secunda,D.kelloggii,P.ovata,C.barbigera,L.gracilis,C.exserta,A.wrangelianus,D.capitatum,Pectocarya spp.,E.penduliflora,A.tessellata,A.adscensionis,C.fremontii,E.minutiflora,P.membranaceum,L.lasiocarpa,M.glabrata,R.neomexicana,E.eremicum,C.rigida,P.crenulata,E.wallacei,C.brevipes,C.claviformis,Erinoginum spp.,M.bellioides,E.exilis,C.lasiophyllus,L.setosissima,A.tuberosa,B.nigria,N.demissum,A.lentiginosus,A.grandiflora,H.vulgare,C.intermedia
2017,Mojave,2.2,18,shrub,1.44,1.71,1.32,83,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.2,19,shrub,1.63,1.84,1.43,33,,,,,,,5,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.2,20,shrub,1.48,1.65,0.98,68,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.2,21,shrub,1.67,1.63,1.54,77,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.2,22,shrub,1.36,0.99,1.19,55,,,,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.2,23,shrub,1.56,1.52,1.35,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.2,24,shrub,2.89,2.2,1.66,46,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.2,25,shrub,1.38,1.52,0.8,63,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.2,26,shrub,1.91,1.65,1.5,39,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.2,27,shrub,1.74,1.66,1.51,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.2,28,shrub,2.07,2.45,1.04,71,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.2,29,shrub,1.79,1.72,1.14,32,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.2,30,shrub,1.87,1.92,1.12,87,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,1,shrub,2.14,2,1.45,15,8,,,,,4,,,,,,,,,,2,,,5,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,2,shrub,3.09,1.99,1.66,22,,,,,,,3,,,,,3,,,,1,,,4,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,3,shrub,3.12,1.7,1.11,28,,,,,,,3,,,,,2,,,,,,,5,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,4,shrub,2.55,2.34,1.77,19,,,,,,,2,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,5,shrub,1.53,1.33,0.58,14,,,,,,,,,,,,4,,,,,,,5,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,6,shrub,2.62,2.67,1.7,34,,,,,,,,,,,,1,,,,,,,5,,,,,3,,,,,,,4,,,,,,,,
2017,Mojave,2.3,7,shrub,1.42,1.11,1.03,10,,,,,,1,21,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,8,shrub,1.61,1.51,1.22,68,,,,,,,2,,,,,3,,,,,,,5,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,9,shrub,1.05,1.01,0.91,28,,,,,,,3,,,,,9,,,,,,,3,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,10,shrub,1.33,1.3,1.15,25,,,,,,,,,,,,6,,,,,,,5,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,11,shrub,1.01,1.01,0.71,22,,,,,,4,1,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,12,shrub,1.7,2.1,1.46,61,,,,,,,9,,,,,8,,,,,,,11,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,13,shrub,1.3,1.32,1.19,31,,,,,,,1,,,,,3,,,,1,,,11,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,14,shrub,0.97,1.03,1.17,21,,,,,,5,,,,,,4,,,,,,,6,,,,,,,,,,,,,2,,,,,,,
2017,Mojave,2.3,15,shrub,2.45,3.1,1.71,81,,,,,,,,,,,,9,,,,1,,,5,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,16,shrub,1.64,1.88,1.28,21,,,,,,,8,,,,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,17,shrub,1.41,2.73,1.48,3,,,,,,,,,,,,,,,,3,,,4,,,,,,,,,,5,,,,,,,,,,
2017,Mojave,2.3,18,shrub,1.98,1.51,1.19,18,,,,,,,15,,,,,2,,,,2,,,6,,,,,,,,,,1,,,,,,,,,,
2017,Mojave,2.3,19,shrub,2.08,1.56,1.62,27,10,,,,,,5,,,,,10,,,,5,,,8,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,20,shrub,2.1,1.83,1.11,19,4,,,,,,5,,,,,10,,,,,,,,,,,,,,,,,,,9,,,,,,,,
2017,Mojave,2.3,21,shrub,2.1,1.59,1.1,15,,,,,,,2,,,,,10,,,,2,,,9,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,22,shrub,1.98,2.15,1.67,22,,,,,,,3,,,,,18,,,,,,,9,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,23,shrub,1.87,1.65,1.3,49,,,,,,,,,,,,5,,,,1,,,15,,,,,,,,,,,,,,,,,,,,3
2017,Mojave,2.3,24,shrub,1.54,1.16,1.67,25,,,,,,,,,,,,11,,,,,,,23,,,,,,,,,,,,,,,,,,,1,
2017,Mojave,2.3,25,shrub,1.49,1.29,1.11,28,,,,,,,1,,,,,18,,,,,,,9,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,26,shrub,2.13,2.07,1.7,45,,,10,,,,,,,,,6,,,,1,,,9,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,27,shrub,2.77,2.75,1.74,89,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,28,shrub,1.14,0.93,0.72,21,11,,,,,,,,,,,7,,,,3,,,11,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.3,29,shrub,2.03,2.19,1.46,10,1,,,,,,2,,,,,,,,,2,,,9,,,,,,,,,,,,3,,,,,,,,
2017,Mojave,2.3,30,shrub,1.36,0.92,1.38,38,,,,,,,3,,,,,11,,,,2,,,6,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,1,shrub,3.34,3.35,1.46,76,,,,,,,,,,,,9,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,2,shrub,2.88,2.69,1.7,66,,5,,,,,,,,,,6,,3,,2,,,,2,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,3,shrub,1.19,2.26,1.18,69,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,4,shrub,3.24,2.7,1.29,32,3,9,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,5,shrub,2.97,3.46,1.66,12,25,9,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,6,shrub,2.17,2.55,1.02,51,,7,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,7,shrub,2.98,2.47,1.98,27,18,9,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,8,shrub,1.88,1.77,1.32,33,,10,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,9,shrub,3.15,2.22,2.07,45,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,10,shrub,3.05,2.49,1.49,30,10,,,,,,,,,,,,,,,,,,,3,,,,4,,,,,,,,,,2,,,,,
2017,Mojave,2.4,11,shrub,2.78,2.16,1.79,32,12,,,,,,,,,,,5,,9,,1,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,12,shrub,2.82,3.57,1.51,36,,14,,,,,,,,,,,,,,1,,,,3,,,,5,,,,,,,,,,,,,,,
2017,Mojave,2.4,13,shrub,2.69,2.76,1.9,22,,9,,,,,,,,,,,,2,,,,,5,,,,,2,,,,,,,,,,,,,,,
2017,Mojave,2.4,14,shrub,1.97,2.8,2.96,56,,9,,,,,,,,,,12,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,15,shrub,3.26,3.44,1.97,49,,3,,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,16,shrub,2.73,2.4,1.63,31,,,,,,,,,,,,,,,,9,,,,3,,,,,,,,,,,2,,,,,,,,
2017,Mojave,2.4,17,shrub,2.22,1.79,1.2,47,,5,,,,,,,,,,,,,,2,,,,1,,,,2,,,,,,,,,,,,,,,
2017,Mojave,2.4,18,shrub,2.27,2.56,1.4,15,11,8,,,,,,,,,,,,5,,,,,,,,,,,2,,,,,,,,,,,,,,
2017,Mojave,2.4,19,shrub,2.54,2.2,1.57,11,4,10,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
2017,Mojave,2.4,20,shrub,3.52,3.41,2.07,20,,15,,,,,,,,,,,,6,,2,,,,11,,,,3,,,,,,,,,,,,,,,
2017,Mojave,2.4,21,shrub,2.46,2.79,1.47,27,,12,,,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,,,,,,
2017,Mojave,2.4,22,shrub,1.86,1.53,0.98,23,22,11,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,23,shrub,2.41,2.2,1.19,41,9,9,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,24,shrub,2.32,1.63,1.65,33,9,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,25,shrub,2.65,2.68,1.89,36,,17,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,
2017,Mojave,2.4,26,shrub,2.44,3.75,1.78,20,,11,,,,,,,,,,,,3,,3,,,,1,,,,7,,,,,,,,,,,,,,,
2017,Mojave,2.4,27,shrub,3.42,3.44,1.68,32,11,,,,,,3,,,,,,,,,2,,,,,,,,3,,,,,,,3,,,,,,,,
2017,Mojave,2.4,28,shrub,3.31,2.71,1.79,68,12,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,29,shrub,2.66,2.46,1.79,57,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.4,30,shrub,2.17,1.79,1.74,10,3,,,,,,6,,,,,,,,,9,,,,5,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.5,1,shrub,2.72,2.66,1.35,,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.5,2,shrub,2.46,2.91,1.66,,58,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.5,3,shrub,1.99,2.23,1.8,,31,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,10,,,,,3
2017,Mojave,2.5,4,shrub,1.84,2.62,1.85,,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.5,5,shrub,3.12,1.97,1.81,,43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2017,Mojave,2.5,6,shrub,2.61,1.5,1.69,,35,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,
2017,Mojave,2.5,7,shrub,1.47,1.93,1.41,,39,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,2,,,
2017,Mojave,2.5,8,shrub,2.22,1.49,1.66,,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2017,Mojave,2.5,9,shrub,2.11,1.9,1.4,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,3
2017,Mojave,2.5,10,shrub,1.18,2.85,1.86,,63,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2
2017,Mojave,2.5,11,shrub,3.22,3.9,1.95,,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.5,12,shrub,2.04,1.95,1.51,,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2017,Mojave,2.5,13,shrub,2.53,2.54,1.49,,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
2017,Mojave,2.5,14,shrub,2.95,3.21,1.41,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.5,15,shrub,2.62,2.82,1.43,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.5,16,shrub,2.98,3.1,1.5,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2017,Mojave,2.5,17,shrub,2.55,2.08,1.44,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2017,Mojave,2.5,18,shrub,3.2,2.56,1.69,,42,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.5,19,shrub,1.96,1.67,1.19,,39,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
2017,Mojave,2.5,20,shrub,2.66,3.26,1.3,,58,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
2017,Mojave,2.5,21,shrub,2.75,3.89,1.4,,39,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2
2017,Mojave,2.5,22,shrub,2.27,2.95,1.3,,29,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.5,23,shrub,2.83,3.13,1.66,,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,21,,,,,
2017,Mojave,2.5,24,shrub,2.35,2.31,1.3,,42,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.5,25,shrub,2.69,1.7,1.66,,62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2017,Mojave,2.5,26,shrub,2.76,2.7,1.55,,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2017,Mojave,2.5,27,shrub,2.84,1.96,1.99,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,1
2017,Mojave,2.5,28,shrub,3.15,3.06,1.5,,71,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Mojave,2.5,29,shrub,3.78,3.72,1.64,,46,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2017,Mojave,2.5,30,shrub,0.31,3.27,1.96,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,1,open,,,,,133,39,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,2,open,,,,,115,42,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
2017,Panoche,1.1,3,open,,,,,92,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,4,open,,,,,80,59,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,5,open,,,,,136,22,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,6,open,,,,,105,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
2017,Panoche,1.1,7,open,,,,,93,45,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,8,open,,,,,108,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,9,open,,,,,87,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,10,open,,,,,176,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2017,Panoche,1.1,11,open,,,,,97,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,12,open,,,,,112,49,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,13,open,,,,,162,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,14,open,,,,,105,21,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,15,open,,,,,98,30,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2017,Panoche,1.1,16,open,,,,,91,22,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,17,open,,,,,140,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,18,open,,,,,112,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,19,open,,,,,101,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,20,open,,,,,140,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,21,open,,,,86,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,22,open,,,,28,59,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,23,open,,,,,108,29,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,24,open,,,,42,110,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,25,open,,,,,105,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,26,open,,,,,98,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,27,open,,,,12,98,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,28,open,,,,5,104,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,29,open,,,,,98,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,30,open,,,,,56,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,1,open,,,,36,40,37,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,2,open,,,,,17,38,,,5,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,3,open,,,,,9,16,,,2,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,4,open,,,,,8,48,,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,5,open,,,,12,22,22,,,10,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,6,open,,,,12,16,20,,,,,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,7,open,,,,,17,14,,,,,22,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,8,open,,,,,15,25,,,2,,14,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,9,open,,,,,16,63,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,10,open,,,,11,17,52,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,11,open,,,,11,18,46,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,12,open,,,,,17,46,,,5,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,13,open,,,,,20,18,,,,,21,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,14,open,,,,,9,14,,,2,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,15,open,,,,9,14,19,,,,,34,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,16,open,,,,9,17,16,,,,,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,17,open,,,,10,9,20,,,,,30,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,18,open,,,,8,12,17,,,,,29,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,19,open,,,,12,11,,,,3,,9,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,20,open,,,,,7,48,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,21,open,,,,37,34,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,22,open,,,,,30,51,,,9,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,23,open,,,,8,10,17,,,,,23,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,24,open,,,,41,46,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,25,open,,,,,14,56,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,26,open,,,,38,29,44,,,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,27,open,,,,,17,31,,,3,,16,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,28,open,,,,10,7,,,,2,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,29,open,,,,11,19,28,,,11,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.2,30,open,,,,42,37,41,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,1,open,,,,,53,16,,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,2,open,,,,,100,18,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,3,open,,,,,76,11,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,4,open,,,,,77,86,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,5,open,,,,,102,22,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,6,open,,,,,53,16,,,,,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,7,open,,,,,100,33,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,8,open,,,,,134,80,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,9,open,,,,,186,10,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,10,open,,,,,215,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,11,open,,,,,153,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,12,open,,,,,127,65,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,13,open,,,,,92,63,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,14,open,,,,,174,17,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,15,open,,,,,86,95,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,16,open,,,,,129,65,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,17,open,,,,,122,6,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,18,open,,,,,182,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,19,open,,,,,105,99,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,20,open,,,,,80,32,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,21,open,,,,,180,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,22,open,,,,,109,86,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,23,open,,,,,116,22,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,24,open,,,,,87,78,,,,,,31,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,25,open,,,,,149,13,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,26,open,,,,,91,62,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,27,open,,,,,176,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,28,open,,,,,159,82,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,29,open,,,,,67,60,,,,,,29,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.3,30,open,,,,,231,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,1,shrub,2.23,2.4,1.12,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,2,shrub,2.63,2.9,1.07,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,3,shrub,3.25,2.2,1.3,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,4,shrub,3.05,2.5,0.9,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,5,shrub,2.95,1.6,1.1,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Panoche,1.1,6,shrub,2.45,2.3,1.15,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
